record_id,title,authors,year_of_publication,study_type_raw,study_status,publication_type,publication_type_short,confidence_rating,doi,journal_name,url,keywords_string,intervention_ids,intervention_labels,outcome_ids,outcome_labels,evidence_types,cells
34385,Road to Productivity: Effects of Roads on Total Factor Productivity in Indian Manufacturing,"Kailthya, Subham; Kambhampati, Uma",2022,ier,Completed,Journal article,JOUR,,10.1016/j.jce.2021.08.001,Journal of Comparative Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/road-to-productivity--effects-of-roads-on-total-factor-productivity-in-indian-manufacturing/34385,Market Integration|| Total Factor Productivity|| Transport Infrastructure|| Manufacturing industry|| plant level analysis,2162,Rural roads,2202,Economic activity,Impact evaluations,Rural roads | Economic activity
34374,Impact of Rural Roads on Agricultural Exports in India: An Instrumental Variable Approach,"Bansal, Manu",2025,ier,Completed,Journal article,JOUR,,10.1002/aepp.13502,Applied Economic Perspectives and Policy,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impact-of-rural-roads-on-agricultural-exports-in-india--an-instrumental-variable-approach/34374,Agricultural Exports|| Rural Roads|| PMGSY|| Instrumental Variables|| Agricultural Mechanization|| Rural India,2162,Rural roads,2203,Trade and migration,Impact evaluations,Rural roads | Trade and migration
26080,Evaluación de Impacto de Proyectos de Desarrollo Agrícola: Caminos y Electrificación Rural en Provincias Argentinas,"Lema, Daniel; Gurrero, Ignacio Pace; Galetto, Alejandro",2017,ier,Completed,Published working paper,RPRT,,no DOI,not applicable,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluación-de-impacto-de-proyectos-de-desarrollo-agrícola--caminos-y-electrificación-rural-en-provincias-argentinas/26080,Impact evaluation|| Rural Development|| Rural Roads|| Rural Electrification,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
25976,Complementarities in Infrastructure: Evidence from Rural India,"Eynde, Oliver Vanden; Wren-Lewis, Liam",2021,ier,Completed,Published working paper,RPRT,,No DoI,SSRN Electronic Journal,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/complementarities-in-infrastructure--evidence-from-rural-india/25976,Infrastructure Development|| Rural India|| Electrification|| road construction|| Mobile Phone Coverage|| Agricultural Production,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
26799,Rural road infrastructure & agricultural production: Evidence from India,"Shamdasani, Yogita",2021,ier,Completed,Journal article,JOUR,,https://doi.org/10.1016/j.jdeveco.2021.102686,Journal of Development Economics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-road-infrastructure---agricultural-production--evidence-from-india/26799,infrastructure|| Agricultural Productivity|| Technology Adoption|| Labor Markets,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
5743,The Linkage Between Outcome Differences In Cotton Production And Rural Roads Improvements: A Matching Approach,"Kingombe, Christian",2012,ier,Completed,Published working paper,RPRT,,no DOI,International and Development Studies Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-linkage-between-outcome-differences-in-cotton-production-and-rural-roads-improvements--a-matching-approach/5743,Average Treatment Effects|| Average Treatment On The Treated|| Matching Methods|| Poor Rural Area Development Project|| Impact Evaluation Of Cotton Productivity|| Africa|| Zambia (Eastern Province),2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
5720,The Impact Of A Feeder Road Project On Cash Crop Production In Zambia's Eastern Province Between 1997 And 2002,"Kingombe, Christian K.M.; Falco, Salvatore Di",2012,ier,Completed,Published working paper,RPRT,,no doi,Graduate Institute of International and Development Studies Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-a-feeder-road-project-on-cash-crop-production-in-zambia-s-eastern-province-between-1997-and-2002/5720,Impact Evaluation|| Cash Crop Choice|| Cotton Productivity|| Africa|| Zambia (Eastern Province),2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
6311,Agricultural Technology Choice And Transport,"Ali, Rubaba; Barra, Alvaro Federico; Berg, Claudia N.; Nash, John D.; Russ, Jason",2015,ier,Completed,Published working paper,RPRT,,10.1596/1813-9450-7272,World Bank Policy Research Working Paper,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/agricultural-technology-choice-and-transport/6311,Agriculture|| Technology|| Market Access|| Nigeria,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
34470,Gains From Market Integration: Welfare Effects of New Rural Roads in Ethiopia,"Kebede, Hundanol A.",2024,ier,Completed,Journal article,JOUR,,10.1016/j.jdeveco.2024.103252,JOURNAL OF DEVELOPMENT ECONOMICS,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/gains-from-market-integration--welfare-effects-of-new-rural-roads-in-ethiopia/34470,Market Integration|| Ricardian Trade Models|| Rural Roads|| Trade Costs|| URRAP,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
34371,Spatial Integration and Agricultural Productivity: Quantifying the Impact of New Roads,"Adamopoulos, Tasso",2025,ier,Completed,Journal article,JOUR,,10.1257/mac.20200149,American Economic Journal: Macroeconomics,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/spatial-integration-and-agricultural-productivity--quantifying-the-impact-of-new-roads/34371,Structural Change|| Transport Cost|| Trade|| Economic growth|| Agricultural Productivity|| Rural Roads,2162,Rural roads,2204,Agricultural outcomes,Impact evaluations,Rural roads | Agricultural outcomes
23355,The Effects of Public Transport Subsidies for Lower-income Users on Public Transport Use: A Quasi-Experimental Study,"Guzman, Luis A; Hessel, Philipp",2022,ier,Completed,Journal article,JOUR,,10.1016/j.tranpol.2022.07.016,Transport Policy,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-public-transport-subsidies-for-lower-income-users-on-public-transport-use--a-quasi-experimental-study/23355,Subsidy|| Public Transportation|| RDD|| Ridership|| Public transport pricing|| Bogot´a,2169,Subsidies for public transit,2177,Public transit access and use,Impact evaluations,Subsidies for public transit | Public transit access and use
33254,The impact of Integrated Tariff Systems on Public Transport Demand: Evidence from Italy,"Abrate, Graziano; Piacenza, Massimiliano; Vannoni, Davide",2009,ier,Completed,Journal article,JOUR,,10.1016/j.regsciurbeco.2008.05.014,REGIONAL SCIENCE AND URBAN ECONOMICS,https://www.sciencedirect.com/science/article/abs/pii/S0166046208000689,,2169,Subsidies for public transit,2177;2181;2192,"Public transit access and use;Travel time, commuting and speed;Air pollution and greenhouse gases",Impact evaluations,"Subsidies for public transit | Public transit access and use;Subsidies for public transit | Travel time, commuting and speed;Subsidies for public transit | Air pollution and greenhouse gases"
33217,Causes of Transportation Inequality: The Case of Bike Sharing in the U.S.,"Jingyun, Chen; Huang, Ling",2024,ier,Completed,Journal article,JOUR,,10.1016/j.cstp.2024.101199,Other,https://www.sciencedirect.com/science/article/abs/pii/S2213624X24000543?via%3Dihub,,2158;2169,"Active mobility (pedestrian, bicycles, etc.);Subsidies for public transit",2177,Public transit access and use,Impact evaluations,"Active mobility (pedestrian, bicycles, etc.) | Public transit access and use;Subsidies for public transit | Public transit access and use"
33581,Almost Fare Free: Impact of a Cheap Public Transport Ticket on Mobility Patterns and Infrastructure Quality,"Liebensteiner, Mario; Losert, Jakob; Necker, Sarah; Neumeier, Florian; Paetzold, Jorg; Wichert, Sebastian",2024,ier,Completed,Published working paper,RPRT,,,,https://www.ifo.de/en/cesifo/publications/2024/working-paper/almost-fare-free-impact-cheap-public-transport-ticket-mobility,,2169,Subsidies for public transit,2177;2178;2188,Public transit access and use;Private vehicle use;Operational efficiency,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Private vehicle use;Subsidies for public transit | Operational efficiency
33384,Employer-Paid Transit Subsidies and Travel Behaviour: Experimental Evidence From Vancouver Hotels,"Hall, Peter; Perl, Anthony; Sawatzky, Karen; Tornes, Steve",2021,ier,Completed,Journal article,JOUR,,10.1016/j.urbmob.2021.100006,JOURNAL OF URBAN MOBILITY,https://www.sciencedirect.com/science/article/pii/S2667091721000066?via%3Dihub,,2169,Subsidies for public transit,2177;2178,Public transit access and use;Private vehicle use,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Private vehicle use
33297,Free Public Transport to the Destination: A Causal Analysis of Tourists' Travel Mode Choice,"Blattler, Kevin; Wallimann, Hannes; von Arx, Widar",2024,ier,Completed,Journal article,JOUR,,10.1016/j.tra.2024.104166,Transportation Research Part A: Policy and Practice,https://www.sciencedirect.com/science/article/pii/S0965856424002143?via%3Dihub,,2169,Subsidies for public transit,2177;2192,Public transit access and use;Air pollution and greenhouse gases,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Air pollution and greenhouse gases
33880,Does fare-free transit increase labor-force participation and reduce income inequality?,"Ofosu-Kwabe, Kenneth; Hoon Lim, Siew; Malalgoda, Narendra",2024,ier,Completed,Journal article,JOUR,,10.1016/j.jpubtr.2024.100095,JOURNAL OF PUBLIC TRANSPORTATION,https://www.sciencedirect.com/science/article/pii/S1077291X24000158,,2169,Subsidies for public transit,2177;2195;2199;2201,Public transit access and use;Goods and services prices and inflation;Inequality and segregation;Employment access and outcomes,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Goods and services prices and inflation;Subsidies for public transit | Inequality and segregation;Subsidies for public transit | Employment access and outcomes
33806,Experimental Evidence on the Effects of Means-Tested Public Transportation Subsidies on Travel Behavior,"Brough, Rebecca; Freedman, Matthew; Phillips, David C.",2022,ier,Completed,Journal article,JOUR,,10.1016/j.regsciurbeco.2022.103803,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/pii/S0166046222000436,,2169,Subsidies for public transit,2177;2178;2180,Public transit access and use;Private vehicle use;Other transport infrastructure access and use,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Private vehicle use;Subsidies for public transit | Other transport infrastructure access and use
33809,The Impact of Fare-Free Public Transport on Travel Behavior: Evidence from a Randomized Controlled Trial,"Bull, Owen; Muñoz, Juan Carlos; Silva, Hugo E.",2021,ier,Completed,Journal article,JOUR,,10.1016/j.regsciurbeco.2020.103616,Regional Science and Urban Economics,https://www.sciencedirect.com/science/article/abs/pii/S016604622030301X,,2169,Subsidies for public transit,2177;2178,Public transit access and use;Private vehicle use,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Private vehicle use
33637,Exploring the causal impact of transit fare exemptions on older adults' travel behavior: Evidence from the Seoul metropolitan area,"Shin, Eun",2021,ier,Completed,Journal article,JOUR,,10.1016/j.tra.2021.05.007,TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE,https://www.sciencedirect.com/science/article/pii/S096585642100135X?casa_token=QKZcq_QyX9UAAAAA:0x8jnKFA0zmtzZueA3H-vqvNlHg66yIM0q2O9YnoR6wIpk36mMWLcTVVeRMCmIll68PcDWXoGM8,,2169,Subsidies for public transit,2177;2178;2180;2192,Public transit access and use;Private vehicle use;Other transport infrastructure access and use;Air pollution and greenhouse gases,Impact evaluations,Subsidies for public transit | Public transit access and use;Subsidies for public transit | Private vehicle use;Subsidies for public transit | Other transport infrastructure access and use;Subsidies for public transit | Air pollution and greenhouse gases
