assigned_project_user,authors,cells,confidence_rating,continents,countries,doi,evidence_types,id,intervention_ids,intervention_labels,journal_name,keywords_string,outcome_ids,outcome_labels,publication_of_type,publication_of_type_short,record_id,status,study_status,title,type,url,year_of_publication
,"Mu, Ren; van de Walle, Dominique","[""Rural roads | Economic activity""]",,"[""East Asia and Pacific""]","[""Vietnam""]",https://doi.org/10.1080/00220381003599436,"[""Impact evaluations""]",20565,"[""2162""]","[""Rural roads""]",Journal of Development Studies,VIETNAM|| Rural Roads|| Difference-In- Difference Methodology|| Propensity Score Matching (PSM),"[""2202""]","[""Economic activity""]",Journal article,JOUR,20565,Published,Completed,Rural roads and local market development in Vietnam,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-roads-and-local-market-development-in-vietnam/20565,2011
,"Spey, Ina-Kathrin; Kupsch, Denis; Bobo, Kadiri Serge; Waltert, Matthias; Schwarze, Stefan","[""Rural roads | Economic activity""]",,"[""Sub-Saharan Africa""]","[""Cameroon""]",10.3390/su11123368,"[""Impact evaluations""]",19090,"[""2162""]","[""Rural roads""]",Sustainability,Rural Road|| Hunting|| INCOME|| Difference-in-difference|| Impact evaluation|| POVERTY,"[""2202""]","[""Economic activity""]",Journal article,JOUR,19090,Published,Completed,The Effects of Road Access on Income Generation. Evidence from an Integrated Conservation and Development Project in Cameroon,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-road-access-on-income-generation--evidence-from-an-integrated-conservation-and-development-project-in-cameroon/19090,2019
,"Alam, Muneeza; Herrera Dappe, Matías; Melecky, Martin; Goldblatt, Ran","[""Rural roads | Economic activity""]",,"[""North America""]","[""United States""]",10.1016/j.jdeveco.2022.102900,"[""Impact evaluations""]",33264,"[""2162""]","[""Rural roads""]",Journal of Development Economics,,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33264,Published EGM,Completed,Wider Economic Benefits of Transport Corridors: Evidence from International Development Organizations,ier,https://www.sciencedirect.com/science/article/abs/pii/S030438782200061X?via%3Dihub,2022
,"Fujita, Yasuo","[""Rural roads | Economic activity""]",,"[""South Asia""]","[""Bangladesh""]",no DOI,"[""Impact evaluations""]",7302,"[""2162""]","[""Rural roads""]",Japan International Cooperation Agency (JICA) Research Institute Working Paper Series,Inclusive Growth|| Impact Analysis|| Rural Infrastructure|| Bangladesh,"[""2202""]","[""Economic activity""]",Published working paper,RPRT,7302,Published,Completed,Does A Rural Road Improvement Project Contribute To Inclusive Growth? - A Case Study From Bangladesh,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/does-a-rural-road-improvement-project-contribute-to-inclusive-growth----a-case-study-from-bangladesh/7302,2017
,"Lozano-Espitia, Ignacio; Restrepo-Salazar, Juan Camilo","[""Rural roads | Economic activity"", ""Rural roads | Agricultural outcomes""]",,"[""Latin America and Caribbean""]","[""Colombia""]",,"[""Impact evaluations""]",34493,"[""2162""]","[""Rural roads""]",Coyuntura Económica,Bienes Públicos|| Productividad Agrícola|| public goods|| Agricultural Productivity|| Uso De La Tierra|| Land Use Change|| Sistemas De Irrigación|| Irrigation Systems|| Commuting Time|| Tiempos De Desplazamiento,"[""2202"", ""2204""]","[""Economic activity"", ""Agricultural outcomes""]",Published working paper,RPRT,34493,Published,Completed,The Role of Rural Infrastructure in Agricultural Development in Colombia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-role-of-rural-infrastructure-in-agricultural-development-in-colombia/34493,2016
,Duranton Gilles,"[""Urban roads | Economic activity"", ""Rural roads | Economic activity""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.1016/j.ecotra.2014.11.003,"[""Impact evaluations""]",33354,"[""2159"", ""2162""]","[""Urban roads"", ""Rural roads""]",Economics of Transportation,Roads|| Trade|| Colombia|| Specialisation|| Market acess,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33354,Published,Completed,Roads and Trade in Colombia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/roads-and-trade-in-colombia/33354,2015
,"Barzin, Samira; D'Costa, Sabine; Graham, Daniel J.","[""Urban roads | Economic activity"", ""Rural roads | Economic activity""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.1016/j.regsciurbeco.2018.02.002,"[""Impact evaluations""]",33284,"[""2159"", ""2162""]","[""Urban roads"", ""Rural roads""]",Regional Science and Urban Economics,Infrastructures|| Roads|| ECONOMIC development|| pseudo-panels|| Monte Carlo Simulation|| Colombia,"[""2202""]","[""Economic activity""]",Journal article,JOUR,33284,Published,Completed,A Pseudo - Panel Approach to Estimating Dynamic Effects of Road Infrastructure on Firm Performance in a Developing Country Context,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/a-pseudo---panel-approach-to-estimating-dynamic-effects-of-road-infrastructure-on-firm-performance-in-a-developing-country-context/33284,2018
,"Aslihan, Arslan; Daniel, Higgins; Saiful, Islam","[""Rural roads | Economic activity"", ""Rural roads | Agricultural outcomes""]",,"[""South Asia""]","[""Bangladesh""]",No DOI,"[""Impact evaluations""]",13721,"[""2162""]","[""Rural roads""]",IFAD,Agricultural and Food Policy|| Community/Rural/Urban Development|| Crop Production/Industries,"[""2202"", ""2204""]","[""Economic activity"", ""Agricultural outcomes""]",Published report,RPRT,13721,Published,Completed,Irrigated Rice Production Enhancement Project (IRPEP): Bangladesh,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/irrigated-rice-production-enhancement-project-(irpep)--bangladesh/13721,2019
,"Chen, Liming; Lu, Yang; Aruna, Nanayakkara","[""Rural roads | Economic activity""]",,"[""South Asia""]","[""Sri Lanka""]",10.22617/WPS210484-2,"[""Impact evaluations""]",34380,"[""2162""]","[""Rural roads""]",Asian Development Bank (ADB) Economics Working Paper Series,Roads|| Nighttime lights|| Rural Roads|| Sri Lanka,"[""2202""]","[""Economic activity""]",Published working paper,RPRT,34380,Published,Completed,Rural Road Connectivity and Local Economic Activity: Evidence from Sri Lanka’s Integrated Road Investment Program,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-road-connectivity-and-local-economic-activity--evidence-from-sri-lanka’s-integrated-road-investment-program/34380,2021
,"Lee, Jason","[""Rural roads | Economic activity""]",,"[""North America""]","[""United States""]",No DOI,"[""Impact evaluations""]",33408,"[""2162""]","[""Rural roads""]",Other,,"[""2202""]","[""Economic activity""]",Book or book chapter,CHAP,33408,Published EGM,Completed,The Rural Road to Development: Empirical Evidence of the Effect of Roads on the U.S. Economy: 1904-1921,ier,https://escholarship.org/uc/item/5ct198kp,2012
,"Kailthya, Subham; Kambhampati, Uma","[""Rural roads | Economic activity""]",,"[""South Asia""]","[""India""]",10.1016/j.jce.2021.08.001,"[""Impact evaluations""]",34385,"[""2162""]","[""Rural roads""]",Journal of Comparative Economics,Market Integration|| Total Factor Productivity|| Transport Infrastructure|| Manufacturing industry|| plant level analysis,"[""2202""]","[""Economic activity""]",Journal article,JOUR,34385,Published,Completed,Road to Productivity: Effects of Roads on Total Factor Productivity in Indian Manufacturing,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/road-to-productivity--effects-of-roads-on-total-factor-productivity-in-indian-manufacturing/34385,2022
,"Bansal, Manu","[""Rural roads | Trade and migration""]",,"[""South Asia""]","[""India""]",10.1002/aepp.13502,"[""Impact evaluations""]",34374,"[""2162""]","[""Rural roads""]",Applied Economic Perspectives and Policy,Agricultural Exports|| Rural Roads|| PMGSY|| Instrumental Variables|| Agricultural Mechanization|| Rural India,"[""2203""]","[""Trade and migration""]",Journal article,JOUR,34374,Published,Completed,Impact of Rural Roads on Agricultural Exports in India: An Instrumental Variable Approach,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/impact-of-rural-roads-on-agricultural-exports-in-india--an-instrumental-variable-approach/34374,2025
,"Lema, Daniel; Gurrero, Ignacio Pace; Galetto, Alejandro","[""Rural roads | Agricultural outcomes""]",,"[""Latin America and Caribbean""]","[""Argentina""]",no DOI,"[""Impact evaluations""]",26080,"[""2162""]","[""Rural roads""]",not applicable,Impact evaluation|| Rural Development|| Rural Roads|| Rural Electrification,"[""2204""]","[""Agricultural outcomes""]",Published working paper,RPRT,26080,Published,Completed,Evaluación de Impacto de Proyectos de Desarrollo Agrícola: Caminos y Electrificación Rural en Provincias Argentinas,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/evaluación-de-impacto-de-proyectos-de-desarrollo-agrícola--caminos-y-electrificación-rural-en-provincias-argentinas/26080,2017
,"Eynde, Oliver Vanden; Wren-Lewis, Liam","[""Rural roads | Agricultural outcomes""]",,"[""South Asia""]","[""India""]",No DoI,"[""Impact evaluations""]",25976,"[""2162""]","[""Rural roads""]",SSRN Electronic Journal,Infrastructure Development|| Rural India|| Electrification|| road construction|| Mobile Phone Coverage|| Agricultural Production,"[""2204""]","[""Agricultural outcomes""]",Published working paper,RPRT,25976,Published,Completed,Complementarities in Infrastructure: Evidence from Rural India,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/complementarities-in-infrastructure--evidence-from-rural-india/25976,2021
,"Shamdasani, Yogita","[""Rural roads | Agricultural outcomes""]",,"[""South Asia""]","[""India""]",https://doi.org/10.1016/j.jdeveco.2021.102686,"[""Impact evaluations""]",26799,"[""2162""]","[""Rural roads""]",Journal of Development Economics,infrastructure|| Agricultural Productivity|| Technology Adoption|| Labor Markets,"[""2204""]","[""Agricultural outcomes""]",Journal article,JOUR,26799,Published,Completed,Rural road infrastructure & agricultural production: Evidence from India,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/rural-road-infrastructure---agricultural-production--evidence-from-india/26799,2021
,"Kingombe, Christian","[""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Zambia""]",no DOI,"[""Impact evaluations""]",5743,"[""2162""]","[""Rural roads""]",International and Development Studies Working Paper,Average Treatment Effects|| Average Treatment On The Treated|| Matching Methods|| Poor Rural Area Development Project|| Impact Evaluation Of Cotton Productivity|| Africa|| Zambia (Eastern Province),"[""2204""]","[""Agricultural outcomes""]",Published working paper,RPRT,5743,Published,Completed,The Linkage Between Outcome Differences In Cotton Production And Rural Roads Improvements: A Matching Approach,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-linkage-between-outcome-differences-in-cotton-production-and-rural-roads-improvements--a-matching-approach/5743,2012
,"Kingombe, Christian K.M.; Falco, Salvatore Di","[""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Zambia""]",no doi,"[""Impact evaluations""]",5720,"[""2162""]","[""Rural roads""]",Graduate Institute of International and Development Studies Working Paper,Impact Evaluation|| Cash Crop Choice|| Cotton Productivity|| Africa|| Zambia (Eastern Province),"[""2204""]","[""Agricultural outcomes""]",Published working paper,RPRT,5720,Published,Completed,The Impact Of A Feeder Road Project On Cash Crop Production In Zambia's Eastern Province Between 1997 And 2002,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-impact-of-a-feeder-road-project-on-cash-crop-production-in-zambia-s-eastern-province-between-1997-and-2002/5720,2012
,"Ali, Rubaba; Barra, Alvaro Federico; Berg, Claudia N.; Nash, John D.; Russ, Jason","[""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Nigeria""]",10.1596/1813-9450-7272,"[""Impact evaluations""]",6311,"[""2162""]","[""Rural roads""]",World Bank Policy Research Working Paper,Agriculture|| Technology|| Market Access|| Nigeria,"[""2204""]","[""Agricultural outcomes""]",Published working paper,RPRT,6311,Published,Completed,Agricultural Technology Choice And Transport,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/agricultural-technology-choice-and-transport/6311,2015
,"Kebede, Hundanol A.","[""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Ethiopia""]",10.1016/j.jdeveco.2024.103252,"[""Impact evaluations""]",34470,"[""2162""]","[""Rural roads""]",JOURNAL OF DEVELOPMENT ECONOMICS,Market Integration|| Ricardian Trade Models|| Rural Roads|| Trade Costs|| URRAP,"[""2204""]","[""Agricultural outcomes""]",Journal article,JOUR,34470,Published,Completed,Gains From Market Integration: Welfare Effects of New Rural Roads in Ethiopia,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/gains-from-market-integration--welfare-effects-of-new-rural-roads-in-ethiopia/34470,2024
,"Adamopoulos, Tasso","[""Rural roads | Agricultural outcomes""]",,"[""Sub-Saharan Africa""]","[""Ethiopia""]",10.1257/mac.20200149,"[""Impact evaluations""]",34371,"[""2162""]","[""Rural roads""]",American Economic Journal: Macroeconomics,Structural Change|| Transport Cost|| Trade|| Economic growth|| Agricultural Productivity|| Rural Roads,"[""2204""]","[""Agricultural outcomes""]",Journal article,JOUR,34371,Published,Completed,Spatial Integration and Agricultural Productivity: Quantifying the Impact of New Roads,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/spatial-integration-and-agricultural-productivity--quantifying-the-impact-of-new-roads/34371,2025
,"Guzman, Luis A; Hessel, Philipp","[""Subsidies for public transit | Public transit access and use""]",,"[""Latin America and Caribbean""]","[""Colombia""]",10.1016/j.tranpol.2022.07.016,"[""Impact evaluations""]",23355,"[""2169""]","[""Subsidies for public transit""]",Transport Policy,Subsidy|| Public Transportation|| RDD|| Ridership|| Public transport pricing|| Bogot´a,"[""2177""]","[""Public transit access and use""]",Journal article,JOUR,23355,Published,Completed,The Effects of Public Transport Subsidies for Lower-income Users on Public Transport Use: A Quasi-Experimental Study,ier,https://developmentevidence.3ieimpact.org/search-result-details/impact-evaluation-repository/the-effects-of-public-transport-subsidies-for-lower-income-users-on-public-transport-use--a-quasi-experimental-study/23355,2022
